ID_REF,SRR1027177,SRR1027178,SRR1027179,SRR1027180,SRR1027181,SRR1027182,SRR1027188,SRR1027189,SRR1027190
HAND1,1,2,1,2,1,0,3,0,0
PCDHB3,94,9,14,28,12,5,17,71,42
PCDHB5,126,17,32,35,35,3,18,47,87
PCDHB6,6,22,12,10,4,2,35,42,98
PCDHB7,10,53,31,20,21,4,13,53,93
PDE8B,117,50,64,44,48,11,23,33,53
CLK4,279,371,335,307,280,148,392,528,658
PCDHB15,15,26,28,31,26,10,28,52,67
HAVCR1,0,5,3,0,2,1,0,0,0
GRM6,11,15,13,14,16,9,3,10,2
ITK,138,33,81,47,67,69,51,124,99
RNF130,948,385,383,625,523,272,794,677,645
THG1L,132,68,84,55,178,52,211,252,209
ARSB,306,177,185,328,216,123,60,141,137
CLINT1,1061,700,727,595,804,432,1960,2455,3414
THBS4,331,176,335,420,238,58,805,1258,958
CNOT6,563,727,681,405,573,249,300,539,599
IL12B,8,6,7,2,4,8,1,2,0
BTNL8,1,11,10,3,9,1,1,0,0
TTC1,531,261,294,194,386,172,472,391,431
MSH3,321,326,419,337,437,267,324,409,327
RASGRF2,168,156,149,484,133,56,185,242,442
GABRG2,7,12,11,12,11,1,1,1,0
CCNG1,517,454,528,692,1018,438,2266,2276,1922
POLR3G,41,20,26,20,35,11,23,65,79
DROSHA,1071,695,604,421,703,298,509,481,587
CDH6,152,122,100,109,102,71,78,152,156
LMNB1,290,188,262,87,198,139,119,176,184
ARRDC3,1024,915,972,1423,1060,504,2966,10456,7386
GOLPH3,1937,1272,879,845,1103,720,1216,1855,2368
SUB1,1599,1377,1035,1319,1018,742,1891,1750,1746
NPR3,67,160,155,160,107,74,30,81,64
FAM172A,364,494,541,361,639,146,363,433,505
SLC27A6,7,29,21,7,8,3,136,140,311
TARS1,1681,826,685,430,918,553,2080,1867,2335
IRX4,1,1,0,0,3,0,121,56,67
LNPEP,2873,2150,2250,2193,2527,1125,242,658,790
PDE4D,573,97,113,247,143,89,189,376,544
RAD1,690,419,313,193,304,194,210,320,327
BRIX1,617,249,199,137,244,161,551,392,489
AGXT2,10,15,3,10,2,2,7,6,4
PRLR,8638,5517,3528,2320,2476,3219,1370,1305,2007
SLC12A7,466,697,423,413,343,260,1062,1747,1523
IL4,1,2,0,1,1,1,2,2,0
RAD50,127,153,178,79,175,74,49,44,80
IL5,1,3,2,7,2,4,1,0,0
ST8SIA4,499,192,185,254,230,147,93,244,383
GNPDA1,140,187,212,184,188,163,398,346,469
PCDH12,86,113,92,141,109,71,41,178,219
SKP1,998,957,948,605,1001,865,2562,2011,2268
NUP155,1854,995,712,530,712,623,407,374,472
PPP2CA,1581,943,1107,716,1322,841,4749,3879,4407
FGF1,189,107,117,127,105,30,248,245,285
NR3C1,1412,750,982,1033,856,915,1396,1761,2899
C5orf15,860,468,655,494,843,307,422,901,1031
PPWD1,158,207,251,163,165,89,354,271,454
LIFR,440,703,815,757,666,418,847,4255,7038
TRIM23,247,240,286,265,296,189,100,218,264
TRAPPC13,204,186,196,210,234,202,129,180,130
C9,0,3,2,6,3,2,6,4,0
SEC24A,726,462,472,643,509,400,942,2161,3031
TXNDC15,720,443,467,485,701,405,340,544,477
TTC33,137,123,132,120,152,58,146,250,270
RARS1,936,554,657,509,770,379,675,553,456
WWC1,327,303,242,196,268,224,962,910,1240
MACROH2A1,1600,1525,1304,958,1290,1195,1707,1646,1387
TCERG1,388,406,501,352,339,296,740,1473,1308
DPYSL3,1267,914,1020,2472,842,421,1129,1768,2518
SMAD5,1380,1132,1310,1099,1435,760,570,1032,1448
CSNK1A1,2076,1806,2016,1268,2019,1132,2971,3988,5364
HMGXB3,580,740,813,518,753,486,1005,1242,1666
ERGIC1,1259,1870,1291,691,1090,889,3112,1960,1822
PDGFRB,802,1238,1381,2381,867,432,1458,4847,5960
CDX1,2,8,11,4,5,1,4,37,7
ATP6V0E1,1908,1379,1141,670,1182,683,1454,1215,1072
BNIP1,70,51,50,46,68,56,152,172,120
STC2,1287,12166,8152,1241,3705,176,4862,3535,10479
CPEB4,1427,2314,1438,740,1169,2810,1341,1508,3448
HRH2,36,36,44,40,42,32,33,31,37
DBN1,373,324,298,276,351,87,657,1139,941
ZNF346,143,160,211,112,157,91,132,182,151
UNC5A,5,11,4,8,93,12,14,8,7
EHHADH,783,87,62,91,153,17,41,47,56
CNTN3,30,26,22,75,54,26,16,89,116
SMC4,1675,286,359,285,422,383,310,393,550
SELENOK,466,236,163,134,353,215,1296,1082,1223
ACTR8,458,263,235,234,418,296,223,187,222
TBCCD1,372,83,109,95,134,44,145,179,245
TIMMDC1,1089,382,367,324,540,342,477,393,366
CRBN,492,479,460,345,443,289,272,519,369
KNG1,5,5,2,2,2,2,0,1,0
HRG,4,5,3,4,6,2,0,0,0
BCL6,196,109,139,151,71,146,3555,9035,11668
HGD,110,34,48,75,44,12,193,78,50
CLDN16,4,2,6,1,6,1,5,13,4
ARL6,159,88,98,83,138,84,50,64,69
NPHP3,110,89,72,104,54,44,86,94,173
CD86,364,66,68,134,135,84,23,56,34
AMOTL2,713,231,303,429,312,138,1344,1991,2570
NIT2,754,546,534,315,541,388,548,513,304
FAM162A,564,365,259,160,291,127,506,307,339
OGG1,265,468,218,97,151,119,142,139,104
KPNA1,824,618,473,386,484,372,767,1218,1603
PCCB,1402,249,283,289,489,400,684,547,340
UBE3A,1638,957,1116,1077,1347,765,1056,1735,2069
ARMC8,1412,300,286,343,358,248,361,641,684
CEP70,1129,189,240,143,264,131,255,258,309
RBP2,10,8,12,9,5,11,0,0,0
RBP1,55,14,24,100,37,38,834,224,151
SLC25A36,3046,888,1100,1122,1059,702,899,2012,2299
GRK7,0,11,3,2,0,0,3,5,1
RNF7,1523,304,275,189,318,188,361,369,290
TFDP2,1557,471,446,486,514,236,587,608,676
XRN1,2908,881,1132,1082,1127,548,364,1067,1103
KAT2B,267,241,176,181,150,78,222,365,442
BCHE,9,5,17,12,4079,3,24,66,31
SERPINI2,1,2,2,4,4,0,0,0,1
PDCD10,3046,336,397,261,523,269,174,394,316
LRRC31,316,4,4,41,4,2,13,56,3
WNT5A,108,172,240,574,168,33,222,180,303
PFKFB4,90,117,81,68,66,88,72,41,41
COL7A1,44,137,127,157,78,37,467,630,573
FGF12,64,69,40,22,205,55,30,35,37
PRKAR2A,949,797,491,607,546,452,539,853,1074
HES1,972,501,514,254,506,198,607,848,1276
USP4,702,567,479,446,652,383,654,759,777
ACAP2,2747,887,945,1114,1011,571,498,1043,1468
ECT2,3030,386,518,317,563,441,240,452,364
GNAT1,4,3,1,1,2,3,8,3,2
GNAI2,2118,1000,938,1205,991,789,3915,3377,4000
TFG,559,262,306,447,263,309,1915,2189,2475
USP9Y,0,0,0,1,0,0,0,0,0
HYAL1,19,16,16,13,7,9,46,83,56
TUSC2,280,187,152,104,266,159,284,136,166
NPRL2,178,128,97,93,129,131,225,225,111
RPL24,1580,861,985,637,1459,605,7656,4546,4578
CYB561D2,94,59,54,97,96,132,153,87,69
C3orf14,200,140,126,114,469,463,273,150,117
FXR1,3170,1009,1169,632,1583,599,3258,2143,2895
CBLB,524,449,437,517,504,258,938,1222,1617
BBX,1427,1230,1335,1101,1512,764,799,1241,2154
IFT57,503,255,279,152,278,188,751,670,620
GNB4,1114,683,564,912,964,762,134,489,573
HHLA2,0,2,3,3,5,1,0,0,0
IQCG,338,159,126,115,208,117,755,1569,707
GBE1,364,167,228,404,403,129,475,603,742
MORC1,1,3,1,4,2,1,1,1,0
UMPS,960,400,388,233,388,195,201,237,315
NCBP2,3023,790,708,365,954,344,938,836,1277
SNX4,624,310,339,200,292,201,300,507,401
C3orf52,66,252,220,222,175,322,497,412,450
FRMD4B,491,148,239,374,313,139,655,747,893
SLC41A3,244,296,237,247,408,188,937,683,673
ROPN1B,0,3,2,6,4,6,52,68,52
PLXNA1,962,638,479,545,326,266,330,1044,751
ATP6V1A,2273,1018,1145,1109,1294,864,964,1164,1225
ABTB1,178,208,154,121,264,94,265,280,306
PODXL2,254,318,139,96,193,376,263,274,196
UPK1B,0,4,5,3,4,1,1,1,0
CSPG5,5,13,4,8,8,4,45,10,13
KLHL18,342,289,207,247,275,141,381,425,732
SCAP,330,359,227,198,243,350,1036,925,839
EFCC1,9,84,57,32,73,157,37,34,46
KIAA1257,28,73,43,58,57,116,17,16,8
NEK11,325,190,128,153,188,112,220,146,139
MRPL3,840,354,357,259,445,383,816,678,565
PLSCR4,583,125,194,443,186,69,352,855,1047
HEMK1,193,431,254,222,269,213,353,220,215
CISH,294,179,144,193,97,138,536,468,636
MAPKAPK3,379,208,198,173,260,193,476,401,286
ACVR2B,406,600,497,241,555,275,56,143,208
WDR48,685,728,713,380,826,399,573,1123,1000
COMMD2,947,192,267,276,287,156,255,401,335
GORASP1,424,458,457,339,510,212,853,622,994
PEX5L,22,32,58,17,210,284,4,8,9
RRP9,212,312,140,57,167,87,292,314,390
ABCC5,3576,1154,1720,1010,1201,429,233,381,394
AADAC,7,2,5,31,4,0,1,21,10
ABHD14B,130,352,177,195,318,294,1492,900,975
EIF1B,127,113,84,95,85,62,941,868,1319
ABHD14A_ACY1,3,3,1,1,3,1,2,0,2
ARHGEF26,179,127,142,89,109,183,166,321,367
KLHL24,2501,827,989,1078,1325,474,565,1837,1604
PLCH1,67,151,173,81,104,6,78,192,147
VIPR1,36,52,48,59,66,54,368,384,412
DNAH1,139,196,151,183,146,86,160,280,164
SSR3,6516,775,765,1032,1028,1225,2526,3292,3545
ZBTB47,115,153,133,218,139,120,136,227,265
TNNC1,7,6,4,3,4,6,6,4,2
NKTR,1188,1389,1228,1240,1014,937,845,1447,1377
CLCN2,242,42,35,29,46,33,106,99,113
FOXP1,853,871,782,1171,894,361,732,864,1758
EIF4G1,7451,2100,2185,1495,2063,1563,4823,6078,8775
SPCS1,579,676,339,294,380,407,1126,714,648
NEK4,370,667,340,191,325,238,212,265,377
SLC4A3,109,83,35,49,47,52,295,234,195
INO80D,1436,731,752,690,792,397,315,886,949
EEF1B2,850,440,422,225,817,248,2296,3066,1316
ADAM23,33,29,34,60,30,12,21,27,35
DGUOK,617,180,152,87,265,210,400,286,226
MOB1A,3169,956,1311,1001,1394,696,1408,2007,2805
KANSL3,477,480,611,372,501,419,969,1017,1362
LMAN2L,429,200,255,153,345,149,325,179,203
RTKN,990,266,266,120,326,161,399,578,405
TTL,537,252,272,308,295,185,313,428,642
IL1A,3,3,0,0,4,3,5,72,14
CCL20,8,1,1,10,1,2,26,249,222
PIKFYVE,1384,532,689,675,724,539,198,450,531
KCNIP3,54,44,42,25,144,67,73,94,85
FAHD2A,63,42,46,35,51,34,128,153,132
NCL,1175,686,990,629,809,830,14737,13134,23958
ACTR1B,588,204,283,223,416,274,970,734,375
SLC35F5,2047,947,872,908,983,783,486,757,742
ZAP70,66,35,52,25,45,27,35,43,16
ACTR3,6182,1486,1776,1543,2309,961,3147,4507,4317
STEAP3,611,102,102,155,312,199,776,627,570
EPB41L5,946,443,525,310,612,503,787,970,803
TFCP2L1,612,285,206,44,205,537,645,1365,3089
SF3B6,862,255,323,178,411,195,1043,656,779
TP53I3,255,63,87,119,202,26,201,231,149
DNAJC27,93,65,69,51,67,70,341,434,455
POMC,2,0,5,4,1,1,5,12,5
STAM2,1254,555,834,651,1112,427,395,509,672
OTOF,31,23,25,9,31,12,2,15,11
GPD2,2369,766,1105,461,1855,487,830,985,1318
CENPA,97,16,22,7,19,25,8,12,7
CYTIP,253,54,114,101,110,132,91,252,203
ACVR1,357,192,246,352,269,132,383,657,936
TANC1,1139,523,657,703,526,494,557,1367,1273
SLC30A3,18,26,18,17,16,4,1,4,9
MPV17,770,230,394,166,432,209,829,528,448
GTF3C2,903,299,399,245,415,255,452,552,493
EIF2B4,464,201,193,106,220,99,604,537,508
NRBP1,1884,704,868,709,914,399,1093,1388,1654
ITGB6,302,59,181,384,227,26,929,2171,2054
FNDC4,36,30,31,73,45,9,236,160,204
ITGA4,626,204,267,334,321,265,39,310,157
PSMD14,2060,478,500,299,533,448,819,705,586
SNX17,1030,408,395,296,391,348,1046,765,498
ASB3,63,28,41,23,38,8,30,30,35
PPM1G,1514,523,648,213,690,328,1687,1640,1906
PDE1A,69,53,85,66,77,32,77,169,134
REEP6,128,77,130,92,126,27,639,299,215
PCSK4,12,31,14,13,17,19,74,48,48
GCG,0,1,3,0,4,2,1,1,0
APC2,17,22,26,15,23,16,61,16,38
IFIH1,762,188,180,234,139,328,428,1028,757
RPS15,348,416,463,176,575,258,5014,3675,2600
GCA,827,113,144,129,204,208,182,254,218
INO80B,19,9,10,4,9,10,41,34,41
MOGS,1423,359,450,240,494,305,643,634,640
TTC31,338,150,202,119,170,101,152,168,171
NDUFS7,60,99,63,50,71,90,317,250,145
PCGF1,468,104,147,62,200,75,249,235,224
GRB14,20,12,8,205,7,5,10,25,17
CLIP4,138,150,147,238,149,66,310,429,563
TLX2,7,0,3,0,2,1,0,0,0
SPTBN1,1964,1707,2065,3002,1994,1241,4640,7068,11839
AUP1,1641,408,411,273,451,435,1330,1238,830
RTN4,4930,1539,2360,1647,2055,1346,6634,7377,10618
HTRA2,425,142,140,61,168,71,230,329,273
LOXL3,179,53,38,69,63,96,41,107,80
DOK1,184,65,90,84,235,122,46,54,39
GALNT3,1473,283,538,327,576,7,849,1670,1540
POLE4,201,121,136,72,223,31,244,233,120
TACR1,11,15,38,31,34,6,53,239,352
CCDC88A,1224,451,515,946,574,274,228,418,530
ACADL,1,2,3,20,3,4,26,4,7
EVA1A,46,22,26,49,29,6,87,99,78
MRPL19,808,344,465,329,461,411,227,276,239
LANCL1,1645,540,746,653,1050,865,599,882,986
WDR75,2142,337,389,338,424,237,446,638,631
EFEMP1,6737,228,561,544,531,170,1853,2767,3577
REG1A,4,4,0,6,3,4,1,0,1
FANCL,348,129,160,126,290,102,138,170,151
FN1,31990,29720,23545,62581,14042,8209,3053,13257,14447
STAT1,13829,2618,2379,2603,2463,5060,1419,1978,1407
GLS,1361,831,863,1047,782,589,1616,3338,5057
PAPOLG,412,198,206,214,255,143,236,367,408
DNAH6,35,55,72,63,81,39,56,43,59
PECR,109,67,50,61,54,82,48,38,37
UNC50,389,207,266,193,322,241,253,269,342
IGFBP2,2362,3184,1095,203,562,434,837,1343,969
ELMOD3,191,156,161,175,180,187,220,201,160
IGFBP5,5046,8538,11186,2466,7194,1467,3471,12605,9925
USP34,2412,1346,1688,1499,1543,1087,914,1735,2096
EFHD1,678,443,681,171,637,881,9315,3140,4887
KCNJ13,20,38,33,23,14,29,0,0,0
CCT4,2504,789,1143,528,1443,680,4267,2954,2268
GGCX,990,385,493,401,481,251,745,627,558
NEU2,4,2,2,0,0,0,0,0,0
EHBP1,741,284,395,488,404,171,645,779,1278
OTX1,8,14,6,0,4,0,10,3,2
TXNDC9,300,148,159,140,202,123,64,113,82
COQ10B,105,123,82,64,57,50,561,1052,1246
GNLY,68,24,24,21,37,8,53,65,58
SF3B1,10136,3883,3557,2907,3792,2550,7857,8913,10695
ST3GAL5,169,163,193,271,150,338,65,96,164
CHST10,161,81,107,61,170,95,59,79,72
PDCL3,195,75,100,27,107,34,181,161,139
MOB4,570,298,230,125,176,163,416,222,196
HSPE1,294,233,182,42,150,50,1228,370,307
KDM3A,984,602,766,560,901,408,1152,2756,2695
PLCD4,77,143,126,90,81,191,103,83,133
CHMP3,1772,840,1126,619,1448,322,1450,1056,1132
ZNF142,113,213,135,124,100,119,244,340,595
IL1R2,10,7,5,9,11,3,5,51,16
PRKAG3,12,17,15,12,20,4,2,1,1
SMYD1,7,6,10,6,16,3,104,99,183
IL1R1,505,354,715,1024,590,163,1732,3812,5430
WNT6,2,0,1,0,1,2,4,20,12
IL1RL2,33,5,3,12,13,3,103,182,177
IL1RL1,35,29,43,38,27,29,211,148,646
IL18R1,40,26,39,40,43,17,48,187,224
IL18RAP,12,8,7,4,13,5,8,17,10
SLC9A2,2,133,306,53,205,2,23,26,25
FHL2,2043,270,129,109,702,104,5753,2368,3854
MLPH,2010,1454,1215,507,1575,2365,2422,2383,1892
CNPPD1,1558,646,476,187,695,218,550,467,417
UXS1,719,246,228,153,334,111,217,318,266
ABCB6,16,40,20,10,7,26,39,39,25
STK16,272,229,192,133,265,198,402,254,165
SLC5A7,1,8,2,3,6,0,1,0,0
HDLBP,6223,2423,2711,3427,3052,3037,9866,11168,12405
PPP1R7,996,227,292,167,432,223,586,341,319
PASK,243,95,105,72,125,124,118,133,119
STK25,794,275,293,285,469,256,1074,1171,706
TPO,12,74,40,25,28,19,41,140,154
PROC,7,9,5,5,7,5,1,3,1
ID2,332,172,207,239,230,279,1362,699,603
TAF1B,154,138,203,95,221,79,156,190,156
HPCAL1,145,63,63,48,48,44,339,623,544
ODC1,648,215,259,240,644,85,1246,940,762
BIRC6,6365,2623,3359,2483,3428,2359,819,1527,1562
NOL10,289,236,274,192,311,148,546,557,661
PLEKHB2,3253,1304,1054,674,1390,937,2051,2083,2723
GORASP2,2225,552,546,559,720,446,1451,1264,1538
STRN,1592,688,867,681,989,626,456,1631,1357
CEBPZ,993,317,455,269,555,242,702,1070,1761
PRKD3,902,303,418,544,374,163,569,1259,1461
DCAF17,620,193,255,198,346,282,152,188,206
QPCT,202,53,58,48,47,36,143,222,114
RAB3GAP1,703,385,497,550,671,335,727,1054,1469
SLC25A12,500,195,206,226,197,231,293,377,442
RMDN2,97,40,45,40,43,19,54,59,57
DLX2,10,3,5,17,1,4,28,8,11
LCT,9,15,9,13,10,8,28,19,7
DARS1,1065,313,423,321,633,349,1144,1319,1186
SRSF7,1820,703,868,490,1080,657,2860,2023,2165
SDC1,3295,1717,1661,2825,1230,550,679,1070,1280
PLCL1,1056,83,91,213,825,27,81,182,248
SLC1A4,2066,1086,567,288,943,935,952,341,491
SOS1,1644,708,836,790,812,397,628,967,1740
KYNU,139,44,65,75,74,31,120,72,62
AC087235.1,0,0,1,0,1,1,0,0,0
WIPF1,1020,600,690,1023,561,339,381,810,1170
ORC2,337,211,235,139,198,179,220,290,291
COX7A2L,1267,492,499,234,626,346,908,681,517
PNO1,339,138,137,88,155,103,525,486,839
ORC4,571,327,287,196,355,233,337,330,337
PLEK,802,118,205,322,313,265,35,194,67
RND3,705,587,385,259,264,147,4314,3570,5494
ATF2,997,432,441,442,559,423,817,1286,1843
THADA,734,362,407,409,459,331,588,776,733
AAK1,1043,428,593,728,646,383,376,576,818
TRAK2,1292,655,761,626,765,611,713,718,863
C2orf42,109,56,60,67,79,45,189,102,121
TIA1,1541,727,889,767,837,648,725,1108,912
PCYOX1,2250,1357,1193,826,1516,1016,604,851,1041
KISS1R,6,0,2,0,1,2,7,7,2
EPAS1,3969,657,710,1017,524,290,5246,7620,15414
ARID3A,93,75,84,71,56,47,47,147,145
SUMO1,1473,550,524,222,618,270,960,709,730
CD207,22,5,13,5,21,8,27,11,17
GRIN3B,6,4,4,4,6,2,10,5,6
VAX2,13,3,11,6,8,6,9,11,8
ATP6V1B1,9,10,13,4,7,35,80,55,79
NFE2L2,2112,530,671,718,749,490,4034,4562,8312
MSH6,1494,658,726,436,683,617,1175,1296,2698
PLEKHA3,1532,558,749,385,721,416,170,272,292
SPR,540,230,317,81,570,369,384,136,115
EPHA4,828,76,75,97,174,35,141,317,406
PARD3B,311,388,224,280,179,184,255,368,582
FARSB,1262,427,350,208,541,355,654,561,475
ALMS1,1306,797,816,695,873,672,147,271,430
BCL9,158,310,296,362,219,146,325,237,470
PRRX1,2595,1213,1506,3683,1031,294,388,1141,2207
DHCR24,8498,1297,2188,928,2451,1718,6008,1710,2449
DNAJC16,814,436,381,376,526,389,126,228,186
MARK1,103,33,82,56,54,109,175,355,425
TNR,25,18,22,33,37,10,0,2,1
MORN1,142,110,104,47,122,100,164,124,98
GPX7,292,44,43,103,40,34,58,174,54
CACYBP,495,348,446,154,400,122,3196,392,371
SCP2,3138,1017,1100,826,1397,1037,1851,1542,1320
TPSG1,2,6,3,14,3,1,8,5,4
PAPPA2,20,22,37,28,36,15,44,54,69
RALGPS2,1174,640,1010,868,1098,287,305,552,691
ANGPTL1,62,54,112,145,89,27,118,660,751
CEP104,802,456,437,275,508,289,383,420,568
FAM20B,1807,1234,1394,687,1482,868,751,1444,1677
TCEANC2,294,153,199,109,179,107,72,65,67
TMEM59,6760,2141,2060,1610,3466,2347,3707,3078,2943
LRRC42,771,164,175,154,186,122,436,565,514
WRAP73,247,154,114,103,119,108,194,131,126
NPHS2,3,1,2,1,3,0,0,0,0
MRPL37,105,58,58,60,49,96,918,787,528
ICMT,1579,1467,994,702,1155,861,439,560,488
RPL22,738,1098,882,419,865,579,3332,2356,2277
CHD5,13,27,17,16,28,5,7,11,2
QSOX1,5447,735,993,887,1290,839,3025,2812,2908
STXBP3,1104,693,528,449,765,373,486,760,799
PHF13,306,300,228,173,187,158,1160,1692,2739
ERRFI1,318,417,335,199,261,1140,6573,15694,27554
PARK7,2168,2605,1629,652,1929,954,2524,1507,1241
KIAA1324,5494,2957,2158,1861,5436,3833,6811,6027,4880
OPRD1,15,36,28,28,33,150,1,2,1
AMPD2,157,94,80,128,106,93,577,654,592
SRSF4,1011,562,541,411,521,292,1401,2372,2826
MECR,333,99,102,58,143,82,142,87,66
KCNC4,96,118,81,108,185,72,266,503,527
EDEM3,3306,760,1083,1227,1221,528,479,813,1543
WDR77,209,82,82,77,83,96,196,173,154
ATP5PB,891,259,315,302,390,326,1198,872,608
RAP1A,1195,410,552,480,674,261,840,1304,1575
HDAC1,2557,1109,1299,414,1726,524,1432,877,818
CAPZA1,3293,815,1178,1226,1376,814,1278,1584,1321
S100PBP,595,345,406,324,388,278,242,386,404
RNF19B,686,198,195,186,333,205,1971,2800,2626
SCAMP3,1350,449,466,268,473,308,622,413,502
TRIM62,50,60,65,49,60,45,131,93,166
ASH1L,2566,1683,1799,2003,1593,1042,968,2022,2880
DLGAP3,8,6,7,1,14,20,2,2,3
SFPQ,2829,1627,1982,1438,1487,1147,7455,8568,11409
RHOU,377,362,296,135,231,64,804,1555,1977
GON4L,820,400,510,399,445,298,280,389,568
ARHGEF2,804,269,425,360,405,573,991,1794,2183
LAMTOR2,228,123,120,124,96,146,266,178,105
MEF2D,486,430,424,447,324,295,1332,1707,2937
DOCK7,1044,642,642,651,608,456,536,773,989
SRM,220,148,101,96,96,223,558,597,454
DLEU2L,18,17,10,23,11,15,4,3,5
FBXO2,509,134,37,11,113,195,346,87,168
FBXO6,168,73,73,50,60,71,110,70,45
C1orf21,1222,443,901,550,1322,267,2676,1681,2646
SWT1,143,127,153,155,160,59,96,104,170
MAD2L2,322,187,144,66,143,66,264,198,159
DNAJC6,167,65,51,38,264,44,40,119,146
LEPR,291,228,475,256,364,59,363,604,1027
IVNS1ABP,2715,816,846,737,1071,501,5012,5933,7264
KIAA2013,411,163,201,162,283,157,364,261,282
MFN2,1414,764,815,541,821,472,1619,1726,1902
PRG4,21,17,29,60,23,5,21,11,9
MIIP,175,99,94,57,74,31,246,217,131
SMG7,2160,993,988,618,933,462,966,1100,1894
NCF2,634,90,146,189,191,96,33,32,42
PDC,2,9,5,7,4,4,1,0,3
SLC35D1,870,468,380,390,454,369,166,155,284
PLA2G4A,75,10,38,60,50,21,199,233,225
GADD45A,221,116,143,126,189,111,4475,8163,12041
PRAMEF1,0,0,0,1,0,0,0,0,0
PRAMEF12,1,2,3,3,5,0,0,0,0
WLS,98,111,205,520,325,120,1931,2253,1987
PRDM2,611,513,577,635,473,335,1023,1208,1893
RGS2,349,88,163,94,112,304,3912,1583,1801
RPE65,0,3,1,4,2,3,4,12,4
RO60,3070,1524,1835,1400,1768,834,390,746,873
AMPD1,15,2,5,8,3,9,5,2,10
UCHL5,770,383,459,303,342,234,281,315,403
BCAS2,829,291,277,152,385,118,556,320,536
SRSF11,1735,1384,1527,1375,1412,1013,3341,4904,4976
CTH,33,25,23,46,21,18,70,62,58
AGMAT,50,13,7,9,14,23,9,5,3
OLFML3,151,94,119,331,122,89,559,1502,1286
TNNI3K,0,3,5,2,1,1,0,0,0
CFHR3,0,4,4,2,3,0,4,1,0
PLEKHM2,499,238,234,339,261,177,944,1298,1297
CRYZ,427,218,380,163,718,144,330,430,232
PHTF1,206,189,123,149,172,235,116,174,177
ZBTB17,255,100,102,119,126,94,283,430,343
CD58,158,47,42,94,56,47,51,113,56
TFAP2E,10,10,11,9,18,5,32,20,28
CD2,193,51,76,61,74,79,42,44,30
TTF2,609,272,218,159,222,273,155,257,232
NR5A2,39,64,80,67,59,40,56,185,256
KIF21B,104,84,167,49,156,40,44,120,113
TMEM9,1320,473,472,495,602,563,857,680,536
ADPRHL2,508,130,136,103,152,127,273,301,227
MAP7D1,781,341,348,321,304,180,2189,4503,4616
WARS2,143,95,89,115,102,94,391,462,389
HAO2,5,8,4,3,3,1,2,10,6
,49,31,17,16,25,9,103,128,87
OSCP1,83,75,65,59,103,95,126,74,92
MRPS15,531,228,225,132,202,239,389,357,213
EXOC8,455,213,204,255,223,201,126,288,501
GNPAT,736,356,276,417,357,269,429,368,265
TSNAX,754,344,335,266,413,208,198,210,319
C1orf109,291,169,123,104,119,103,249,348,575
RRAGC,209,137,115,165,86,67,350,596,819
NID1,592,792,748,1713,507,212,1219,5369,6896
LGALS8,1884,464,474,989,461,658,814,799,1216
NT5C1A,3,2,0,7,2,1,0,2,0
HPCAL4,6,9,10,3,13,1,4,0,11
MTR,1590,1101,909,909,774,706,434,563,832
BMP8B,137,20,13,21,20,8,28,43,67
MYCL,155,34,61,39,40,13,50,33,66
SIPA1L2,821,221,268,448,242,342,643,1283,2141
ZP4,3,1,2,4,3,0,0,0,0
RLF,923,382,458,526,389,246,2006,3387,4559
KMO,50,16,29,65,29,13,32,22,9
ZNF684,82,27,31,34,46,22,25,27,21
KCNQ4,15,8,5,6,7,2,22,94,73
RIMS3,373,44,64,45,69,10,43,38,34
AKT3,476,295,418,689,386,154,362,832,1135
ETV3,1111,712,659,567,599,273,2072,1962,2632
ACADM,664,291,367,354,545,429,718,666,582
ST6GALNAC5,75,24,15,27,34,286,19,46,52
SLAMF1,47,20,50,27,30,25,147,82,120
CD48,181,35,72,53,49,60,29,45,19
ADGRL2,280,304,409,662,322,109,652,1022,1430
PADI2,130,340,129,82,102,40,2378,2853,1272
SDHB,779,279,235,271,375,281,708,569,466
MFAP2,147,162,160,250,82,23,91,173,178
RPF1,298,274,332,163,420,126,399,275,335
KDM5B,2651,1432,1821,2220,1828,743,1539,2607,3599
UAP1,1751,529,690,571,749,500,3672,2747,3388
ACTL8,3,2,6,5,8,0,0,0,0
CTBS,148,120,152,124,179,176,204,220,180
RGS4,119,128,175,92,103,39,94,66,48
KLHL12,671,452,602,362,603,255,354,201,212
IGSF21,22,11,8,38,23,3,15,20,32
SSX2IP,394,343,414,252,565,137,255,312,316
ZNHIT6,152,203,266,186,189,184,215,410,692
PLA2G2D,38,11,34,13,31,30,4,2,1
RBBP5,876,316,500,390,515,210,382,341,670
GBP3,470,270,483,65,715,77,72,729,300
GBP1,668,155,217,254,217,227,771,3611,1694
PINK1_AS,84,48,30,62,92,21,52,78,61
KIF17,15,26,14,11,20,10,37,49,83
GPR89A,26,6,14,18,14,16,16,11,24
CDK18,64,27,32,22,40,33,269,250,178
RAB29,251,92,212,162,209,83,276,256,235
CD160,15,12,11,31,9,9,5,6,4
ECE1,1440,838,550,511,736,448,2365,3303,4500
HMGCL,462,152,165,155,214,243,264,177,161
GALE,415,133,103,123,82,58,202,128,90
ID3,132,131,128,145,119,113,937,619,673
CR2,20,8,17,4,13,3,16,5,9
CD46,7943,2783,3505,2718,3791,2392,3865,4836,5061
PRPF3,355,292,299,248,285,176,606,641,820
APH1A,2213,905,1065,1190,1454,1069,1935,1882,1700
